,Figured,Name,Locality,CatNo,Situation,SiteNo,Site,PhotoNo,Remarks,OrigNo,AccNo,f_name
3636,,Drag. knife,bay south of site no ,10975,"Excavation'41. 25"" deep burnt layer.",,,Photo.No.,Given to University of Arizona State steam. 1/31/58,15,126,126_10975.pdf.png
4775,,spear head,wellfleet massachusetts ,14025,side of railroad tracks.,,Approximately 9/10 Miles North of Cheque,,Round in 1913-,188,141,141_14025.pdf.png
7269,',Thumbnail scraped gray chart,jury ipswich mass ,8772,"Area I Q. a 59"" from 91-1'148"" arm let'in deep at edge of she 51 below date I.",Me. 152/1,Great Beach Hill,,,,116,116_8772.pdf.png
5166,,part of knife,wellfleet massachusetts ,14532,,,Hill North of Chequesett Inn Watertanks,,Round in 1916.,783,141,141_14532.pdf.png
4944,,arrowpoint,wellfleet massachusetts ,14259,Shell layer at top of large sand bank on east shore of Well- fleet May.,,Between Town Cove and Indian Neck,,Round in 19113.,M7,141,141_14259.pdf.png
753,,Joint of bone needle.,blue hill falls ,2114,French of.3'Section of. rd shell layer.,Me. 152/1,Nevin Shellheap,PhotO-NO-,,,25,25_2114.pdf.png
8071,36 - AIL'drift re buthuity'.'up. fig) Late 4.2 I,He-touched blade,bay south of site no ,9419,,,,Photo.No.,Collected by Murray H. Rogers,,118,118_9419.pdf.png
5528,,arrowhead,south well nee massachusetts ,15042,,,Farm of J.P. Brown,,Round in 1921.,1272,141,141_15042.pdf.png
1740,,Scraped.,blue hill falls me ,620,French 10.4 Section Of. Must under so in shells.,Me. 152/1,Nevin Shellheap,,,80,3,3_0620.pdf.png
457,,Line Quart arrowpoint piece of broken quart arrowpoint,eastern of squibnocket pond martha vineyards mass ,310,It 306-B.,M50/1,Hornblower Shell Heap,PhotO-NO-,,,2,2_0310.pdf.png
2579,.,of Large cleaver. quart,you mmm is,8432,"Square of 9331 L'of"" from L 6'h"" ff'cry. 15 1"" into YIL 7"" told Nerve my."" Dem date 1.",,"1m rt't 'r
5	1	1	1	3	4	945	228	45	30	75	ds
4	1	1	1	4	0	67	322	848	60	-1	
5	1	1	1	4	1	67	347	175	35	66	0rig.No.
5	1	1	1	4	2	506	346	72	31	83	Site
5	1	1	1	4	3	592	347	68	30	89	No.
5	1	1	1	4	4	730	329	53	31	41	W1
5	1	1	1	4	5	797	322	118	44	31	17/112
4	1	1	1	5	0	65	473	1501	55	-1	
5	1	1	1	5	1	65	490	206	31	83	Photo.No.
5	1	1	1	5	2	506	491	154	37	66	Locality
5	1	1	1	5	3	720	473	69	31	45	Off
5	1	1	1	5	4	818	475	144	31	46	Lm'dl
5	1	1	1	5	5	994	477	92	37	54	St",,,,113,113_8432.pdf.png
5057,,fragments of whipped implements(2),south wellfleet massachusetts ,15207,,Me. 152/7,Land of Dr. Gleason. formerly G. S. MacFarland. formerly of,,Round in 1926.,1466,141,141_15207.pdf.png
8940,11 nuwruc'an wolff-multi'but. of-h Elba-e ll,Small core knives,uncanny bay south of site no ,9344,,,,,Collected by Edward Rogers,,118,118_9344.pdf.png
183,,the Herd of brick and brown glazed red ware.,ballad val mass ,7507,sumamu In brown layer in deep in H1E in from all.,M13/77,Stickney Site,,,3B - I,106,106_7507.pdf.png
6273,,2 flag. knives,one mile upstream on tete his cm east bank ,11162,S at f ac 9,,,Photo.No.,,,126,126_11162.pdf.png
6572,,Two drilled carbon molars,vicinity of pain abroad or ,12033,,,Vicinity of Nain,,,,132,132_12033.pdf.png
6003,,Blade.,pennsylvania ,1687,,,,,Exchange with University Museum Philadelphia.,29-112 333,20,20_1687.pdf.png
650,,Plummet.,blue hill fall me ,2010,French of.2 Section of. Coarse shells.,Me. 152/1,Nevin Shellheap,Photo.No.,,,25,25_2010.pdf.png
4834,,Shone fragment of whipped implement,you why wellfleet massachusetts ,14112,Ku on,,Cart path north of Chequesset Inn,,Round in 19111.,,141,141_14112.pdf.png
3112,,Potisherm incised.,hamilton th ohio ,6275,Round In General Digging.,,Turner Mounds,,Collected by Putnam c Met in 1884. Embody Museum Necks exchange.,34586,34,34_6275.pdf.png
7023,,Mahcrd,ellsworth ally maine ,9634,"17'below You by"" north of 11 line. 3"" east of E line under stone",M39/7,leap 181 and,PhamNo.,044.44 - M(of mumTBEKS. 555 441.50 9635334 pa/jersey DENTATE srnNpr,nh-3,120,120_9634.pdf.png
4215,A,utilized chip.,,13017,,,"Vicinity of Lowell, Mass",0.,dawtelle Collection.,,136,136_13017.pdf.png
4190,(5,Fragment of soapstone pot,,12992,,,"Vicinity of Lowell, Mass",,Sawtelle Molle 0 ton.,,136,136_12992.pdf.png
8123,.,mm flag. knife,lake in temiscamie ver miles from mouth ,9246,,Me. 152/7,,Photo.No.,collected by Murray H. Rogers,Orig.No.,118,118_9246.pdf.png
6334,,One recent.,coast channel islands california ,4095,,,,Photo.No.,Exchange with Southwest Museum Toe Angeles 08.1.,,28,28_4095.pdf.png
4172,,Due or fragment of adve,,12973,,,"Vicinity of Lowell, Mass",,sawtelle Collection.,,136,136_12973.pdf.png
2755,,Worked bone,ipswich last ,8915,"M68. 1 Q. 171. from 1811. 59"" from 1711. 5"" deep. in shell. below date I.",M13/77,Great Beach Hill,Photo.No.,,,116,116_8915.pdf.png
1443,,Broken people.,falls me ,2832,French of Section of. In human Must below the shell on north edge of section.,Me. 152/1,Nevin Shellheap,Photo.No.,,,25,25_2832.pdf.png
6024,,Not hard.,bucks county pennsylvania ,1708,,,"Near Kintnersville, Pennsylvania",,Exchange with University Museum Philadelphia.,97 49,20,20_1708.pdf.png
3171,,Case of whipped blade,ellsworth ally maine ,10207,Spoil heap at river bang North end of 1948 dig,M39/7,Wasp Island,,,5527,125,125_10207.jpg.png
4931,,arrowpoint,south wellfleet massachusetts ,14241,,,Shore of North Branch of Fresh Brook,,Round in 19111.,L263,141,141_14241.pdf.png
6017,,Met singer.,bucks county pennsylvania ,1701,,,Point Pleasent,,Exchange with University Museum'Philadelphia.,43 59,20,20_1701.pdf.png
2763,,,,8472,"A""",,,,,,114,114_8472.pdf.png
4052,,Ship,s shore near sand lake as ha pm you an ,12695,Our a ce,Me. 152/7,,,,Orig.No.,134,134_12695.pdf.png
3985,,broken scraped,yards no of site ,12623,Our a c e,,,Photo.No.,,,134,134_12623.pdf.png
7453,l,Rolled copper.,ipswich mild ,8650,"Area. 1. Q. 10K from 10K. i"" from let. 65"" deep. in shell. below date 1.",M13/77,Great. Neck - I,,,,116,116_8650.pdf.png
8385,Collected by Duncan Strong.,,you he my of jack lanes bay ,1275,,,Viewpoint,,Exchange with Field Museum Chicago.,,17,17_1275.pdf.png
5510,,unfinished arrowhead,wellfleet massachusetts ,15006,ShnaaonPlowed ground,,Taylor Farm on North side of Neck Rd.,,Round in 1921.,1232,141,141_15006.pdf.png
3011,,Body church exterior feathered away,ellsworth fallen maine ,10112,"77 - Iron-flecked grey sit. 61"" North x Of"" West(Of 1947 stake) depth len",M39/7,Wasp Island,Photo.No.,Ici. 0/50 1257/70073'Lid S/M/f/S',,125,125_10112.jpg.png
4729,,fragment of whipped implement,wellfleet massachusetts ,13959,,,"Wellfleet, MA",,Round in 1912.,82,141,141_13959.pdf.png
366,,3 quart arrowpointa.,eastern of squibnocket pond martha vineyards mass ,218,Dec. 206 brownish sand.,M50/1,Hornblower Shell Heap,PhotO-NO-,,8/201,2,2_0218.pdf.png
1394,,One awl.,blue hill falls me ,2783,French 13.2 Section of. Black pebbles and human enter of south bank 520m. below of.1/Of and approximately am. from red other of Grave 8'him,Me. 152/1,Nevin Shellheap,Photo.No.,above it.,2109,25,25_2783.pdf.png
7876,3 - amuriuuz'. nnflquitJ Vol. x'h Late of.,arrow'point,twelve miles up temiscamie river left bank ,9298,,Me. 152/1,,Photo.No.,collected by Murray H. Rogers,,118,118_9298.pdf.png
4576,,Joint of broken bone awl,pick to county ynovascotia ,13511,Surface of shell near near landing.,,McDonald's Farrm Olding Island,,,0rig.No. 625,139,139_13511.pdf.png
6765,,fragment of dear-shaped blade chip-,saguenay county quebec ,13634,From trench To. 2 second terrace.,,"LaPointe Farm, Tadousac",,,66513,139,139_13634.pdf.png
7584,',Knife) 12/41,ipswich ill ,8823,"wet. 1. Q. am from 113.103"" from 110. 9"" deep..in brown thy below whole x"" below date 1.",M13/77,Great Beach Hill,,whole below date 1. makar,14,116,116_8823.pdf.png
8740,,arrowhead,south wellfleet massachusetts ,15039,,,Farm of J. P. Brown On north side Indian RIVer.,,round in 1921.,1269,141,141_15039.pdf.png
6540,,Badly watered piece of bone,vicinity of pain labrador ,12018,,,Vicinity of Nain,Photo.No.,,,132,132_12018.pdf.png
1249,,Broken plumes.,blue hill falls no ,2633,French ICHL Section 42. In shells near southern boundary about cm. below plow line.,Me. 152/1,Nevin Shellheap,Photo-NO-,,Oriz-No-1oze,25,25_2633.pdf.png
3340,,Haznmerstonm Into( 3),ellsworth fallen maine ,9843,All(O-B)l - Compact clay reddish layer. About 150 Last of Ll x 80 South depth 450 below 0,M39/7,Wasp Island,Photo.No.,(2 u. 2.,Orig.No.(O-B)l.9,125,125_9843.jpg.png
5257,h,fragments of whipped implements(5),wellfleet massachusetts ,14640,Top of hill in cow pasture north of Chequesset Inn and Neck Road.,,Northeast of Chequesset Inn,,Round in 1917.,895,141,141_14640.pdf.png
3837,,arrowpoint,wellfleet massachusetts ,14038,On of hill in cow nature.,,3/4 Mile North of Chequesset Inn,,Round in 1913.,201,141,141_14038.pdf.png
8415,(Case,4 iron blades for arrows and Spears.,near pain labrador ,1485,,,Nukasujuktok Island,Photo.No.,and'Exchange with Field museum Chicago. Collected by Duncan Strong.,177200,17,17_1485.pdf.png
7026,,gun f lint,wellfleet massachusetts ,15475,,,Road along North Shore of Griffin Island,,Round in 1930.,1760,141,141_15475.pdf.png
2539,,Zinc Case of spear point.,andover mass ,7291,"8"" deep in deposit of lit bushel small pebbles which showed much evidence of fire. Surrounding this deposit was yellow sand free of stones.",M12/43,Piggery,,Lift of Arthur m. Hofmanm Ballardvalm Pass.,320,92,92_7291.pdf.png
4634,,fragment of stem of earthenware pipe,not tawasaga two usimcoe oho it ,13756,cave t i on 5. -,,Sidey-Mackay,Photo.No.,,4-069 6p,139,139_13756.pdf.png
5160,,chip,south wellfleet massachusetts ,14523,,,North Shore of Indian Neck,,Round in 1916.,,141,141_14523.pdf.png
1587,,Shaft of broken needle.,blue nl falls ll ,2976,French 10.25 Section 1016. In shell lens in of. corner of section.,Me. 152/1,Nevin Shellheap,Photo.No.,,3977,25,25_2976.pdf.png
8801,,arrowhead,south wellfleet massachusetts ,15190,,,North End of Cove on North Side of Great,,Round in 1926.,,141,141_15190.pdf.png
5383,,arrow head,south wellfleet massachusetts ,14781,Josiah P. Grown's asparagus farm on north shore of Indian River about half way from main highway to point where river,,Indian River,,found in 1918.,,141,141_14781.pdf.png
8389,,2 pieces of flat slate. May have been parts of artifacts.,mi of jack lanes bay nlabrador ,1295,,,Windy Tickle Island,Photo.No.,Exchange with Field Museum Chicago. Collected by Duncan Strong.,1 77018,17,17_1295.pdf.png
97,,Butt of arrow point,mass ,7373,Excavated from ancient surface.,M39/7,Grassy Island,,Collected by E.B. Delabarre.,1894,103,103_7373.pdf.png
2656,.,wars triangle-h'r point red leslie,munro were our ,8347,"r( a....""11 l'in.L'iv. III-l'1.x.'- of of A i'll- 3"" up 1 A of Ll'19"" -J U XII.",,Jivls ' 5.104 1-H...),Photo.No.,,,110,110_8347.pdf.png
7413,,But bone,ill lothman ,8873,"Area I. Q. 81K 31."" from Of 66"" from of 
5	1	4	1	1	8	945	741	87	35	67	den
5	1	4	1	1	9	1128	745	22	35	81	1
4	1	4	1	2	0	47	740	1339	106	-1	
5	1	4	1	2	1	47	774	82	72	47	11.3 below date I.. k in n shell.",M13/77,GPGSt Neck - I,,,185,116,116_8873.pdf.png
3924,,Ships,had by mouth of waswanipi ni very shore at entrance to law gland ,12561,pit no. 1. of depth.,,,Phan.No.,disturbed by stream action.,,134,134_12561.pdf.png
7921,,knife,lake in temiscamie ri very miles from mouth ,9275,Artifacts excavated from two pockets on beach close under bank.,Me. 152/7,',Photo.No.,,,118,118_9275.pdf.png
7042,,Unfinished sheep-horn spoon.,cabin head of big arm lane lake upon territory ,12892,,,,Photo.N0-,5.J- Upon NoteSo,90.,135,135_12892.pdf.png
696,,Arrowpoinm hanged.,else hill fr lie ,2056,of. N.W. border of section cm. from top in disturbed shell.,Me. 152/1,Nevin Shellheap,,,1291,25,25_2056.pdf.png
1065,,Arrowpoint.,blue hill fell ame ,2436,French 18.15 Section of. In shells cm. below 15.3/32.,Me. 152/1,Nevin Shellheap,Photo.No.,,1438,25,25_2436.pdf.png
5349,,Fragment of worked quart,south wellfleet massachusetts ,14742,,,Lieutenant's Island,,Round by John E. Hopkinson,,141,141_14742.pdf.png
7658,,6 point tips,dennysville iris in e,11677,q 141-2 Works.d)p,Me. 152/7,Seneca River,,,,130,130_11677.pdf.png
6768,,chip of quart crystal,saguenay to aunt quebec ,13627,digging first trench second terrace.,,"LaPointe Farm, Tadousac",Photo.No.,,j,139,139_13627.pdf.png
8731,,fragment of whipped lake,wellfleet massachusetts ,15010,,,Taylor Farm on North side of Neck Rd.,,Round in 1921.,1236,141,141_15010.pdf.png
5907,,Pedestaled bowl.,un recorded ,1595,,,California Indiam possibly Maidu.,,Lift of Mrs. Gertrude H. llillm NorwelL Pass.,,18,18_1595.pdf.png
6384,,Obsidian side scraped.,southern oregon ,4150,,,,,Purchased from Major 0.8. McClearL Cortlandt'Oregon by W.K. Forehead.,,30,30_4150.pdf.png
4603,,stone hammer,saguenay co quebec ,-1,from surface of workshop site on rd terrace.,,"LaPointe Farm, Tadousac",,,70351,139,139_13637a.pdf.png
1717,,Not herds.,blue hill fall ame ,597,Infer stake of.3 Section 43. In shell.,Me. 152/1,Nevin Shellheap,Photo.No.,,243,3,3_0597.pdf.png
2576,,Cut-leg',,8321,"N w'f'-1 -'
4	1	6	1	2	0	42	757	584	24	-1	
5	1	6	1	2	1	42	757	53	8	73	...-
5	1	6	1	2	2	130	759	49	17	37	k
5	1	6	1	2	3	253	761	46	7	76	.. 
5	1	6	1	2	4	347	764	38	4	59	.
5	1	6	1	2	5	441	761	44	11	57	 -
5	1	6	1	2	6	559	765	10	16	49	'
5	1	6	1	2	7	612	770	14	7	13	or
4	1	6	1	3	0	43	781	617	29	-1	
5	1	6	1	3	1	43	781	68	12	62	-'H'. - u",,". 1 . L
4	1	3	1	2	0	60	343	691	40	-1	
5	1	3	1	2	1	60	345	92	36	67	Orig.
5	1	3	1	2	2	168	344	67	30	92	No.
5	1	3	1	2	3	304	345	4	2	85	 
5	1	3	1	2	4	327	345	12	30	61	L
5	1	3	1	2	5	500	343	71	31	89	Site
5	1	3	1	2	6	586	344	67	30	89	No.
5	1	3	1	2	7	676	378	6	5	42	.
5	1	3	1	2	8	708	352	43	30	64	..j
2	1	4	0	0	0	59	489	639	37	-1	
3	1	4	1	0	0	59	489	700	37	-1	
4	1	4	1	1	0	59	489	639	37	-1	
5	1	4	1	1	1	59	490	121	30	84	Photo.
5	1	4	1	1	2	196	489	68	31	89	No.
5	1	4	1	1	3	500	489	154	37	79	Locality
5	1	4	1	1	4	680	516	18	4	77	..
2	1	5	0	0	0	59	678	661	49	-1	
3	1	5	1	0	0	59	678	661	49	-1	
4	1	5	1	1	0	59	678	661	49	-1	
5	1	5	1	1	1	59	678	171	31	76	Situation
5	1	5	1	1	2	296	711	3	2	88	.
5	1	5	1	1	3	348	701	2	2	59	.
5	1	5	1	1	4	436	712	18	5	28	.7
5	1	5	1	1	5	500	705	16	11	22	A
5	1	5	1	1	6	575	699	2	2	94	-
5	1	5	1	1	7	645	688	75	39	37	jll
2	1	6	0	0	0	42	727	650	174	-1	
3	1	6	1	0	0	42	727	650	174	-1	
4	1	6	1	1	0	44	727	647	34	-1	
5	1	6	1	1	1	44	731	42	26	8	1 
5	1	6	1	1	2	111	727	98	21	33	'V'..",,'.. l N,,110,110_8321.pdf.png
6954,I,Fragment of add,es for oh am skin we ,9657,"11"" an of 13"" east. -F E In 3'1"" north of 6 him- below st layer in undisturbed area",M39/7,37.th Tslrmd,,-'-'- 4''/ f(291 ulujj of-C. a of/up'of'of-'.4-.'.'.1.'6. ll 4336 14.14.47 96 J,D54,120,120_9657.pdf.png
3400,.,Small gouge or eroded-chest,passadumkeag maine ,9775,"he'by 1 3/5'. 3"" below line level of of.- burial",He. 152/1,Hartwell Farm,,Round in thick portion of Red Care near center of burial Limonite adhering to cutting edge. Tone decomposes.,87-2,122,122_9775.pdf.png
2777,l,Ship,why marion harbor mass ,9126,Beneath can south of Stewart's island,M49/31,Oats Island,Photo.N0-,excavated by Johnson Raum Clarlg E(sobbing Bryant studies etc.,,117,117_9126.pdf.png
7730,,Fragment of drilled slate,de my ville in ,11808,upstream zeal,Me. 152/1,Seneca River,,Located by J. is D. Knapton.,-51 5,130,130_11808.pdf.png
4261,,Not shares,inches sat westshore east may perry me ,13077,SkmnbnTest I second shell layer.,Me. 152/7,Mincher's Point,,,714,137,137_13077.pdf.png
5192,,arrow head,wellfleet massachusetts ,14560,for) of hill in cow pasture-,,North of Chequesset Inn and Neck Road,,Round in 1916.,,141,141_14560.pdf.png
1047,,Piece of broken plumes.,else hill the ,2418,32. In light human and pebbles.,Me. 152/1,Nevin Shellheap,,,,25,25_2418.pdf.png
3222,,Password stump line.(Iroquois),,6506,,,,,Obtained by purchase and loan from Rochester Municipal Museum.,,53,53_6506.pdf.png
4064,,Ship,loud by right bank chigoubiche hive rat function with the ashuapmuchuan ,12707,Up a c e,Me.153/7,,Pham.No.,,,134,134_12707.pdf.png
2280,,Arrowpoint -,to i set point rhode island ,6455,,M49/31,Betheia Farm,,Collected and presented by Maurice Sobbing Attleborm Pass.,,46,46_6455.pdf.png
2780,,Trianguloid. Concave Case. slight Concavity. Joint,marion harbor mass ,9129,Beneath'z seat. south of'Stewart's Island,M49/31,Stewart's Island Shellheap,Photo.No.,Axcavau'j by Johnson Aux'Jlarlg Sobbing ar'and Studley'..'c.,,117,117_9129.pdf.png
436,,Fragment of quart drill.,me as tend of squibnocket pond martha spine arm mass ,289,Dec. 407 below shell.,M50/1,Hornblower Shell Heap,PhOtO-NO-,,5/166,2,2_0289.pdf.png
1850,l mined,Plummet.,blue hill falls me ,730,French 10.3 shell in pebbles in human. Section Of. Below plow line and,Me. 152/1,Nevin Shellheap,,Rmnmkn,,3,3_0730.pdf.png
4250,,Projectiles point,inches spy westshore east bay perry me ,13062,sum/m'Each/ near high tide line/ 6/27/51.,Me. 152/7,Mincher's Point,,,Q1,137,137_13062.pdf.png
7201,.,Thumbnail scraped red chart,do day ipswich mass ,8774,snmnmn Area 1 Q. let'51 from let'55 from 100 13 deep at bottom of pit leading down from sh311 i below date I.,Me. 152/7,Great Beach Hill,,,,116,116_8774.pdf.png
6890,,- Amorphous forms.,near attleboro mass ,6433,,M. 59/63,North Truro Site,,Lift of Maurice Sobbing Attleborm Pass.,,44,44_6433.pdf.png
2962,,Writ-tempered potsherm smoothed exterior cord-wound-stick impression. Range-buff,ellsworth falls maine ,10062,"Of - Topsoil. 29"" Form 25"" West of G60 depth 2732... below Of",M39/7,Wasp Island,,m. W/was//.,0.5 7,125,125_10062.jpg.png
1655,,Unfinished broken bone harpoon.,up day blue falls me ,535,of. Black 9011 and shell.,Me. 152/1,Nevin Shellheap,,,,3,3_0535.pdf.png
4385,,More,mine her sat west short yea stamped am me ,13235,West end of site excavation.,Me. 152/7,Mincher's Point,,(3140) 2. Located by Or. I.W. Kinrgsbury Term He.,2M,137,137_13235.pdf.png
4756,,fragment of whipped implement.,wellfleet massachusetts ,13999,,,"Wellfleet, MA",,Round in 1912.,118,141,141_13999.pdf.png
4592,,worked piece of bone,pick to count mnovascotia ,13599,,,. Quarry Islanm M.migomish Harbor,Photo.No.,,11614,139,139_13599.pdf.png
8286,,Jump of red brick-ne material.,near aim labrador ,1464,,,Nukasujuktok Island,Photo.No.,Exchange with Field Museum'Chicago. Collected by Duncan Strong.,177179,17,17_1464.pdf.png
84,,Arrow point,mass ,7354,Shuubn From the surface of the beach and flats along and below the western bank of the seat.,M39/7,Grassy Island,0.,Collected by Johnson Dream Raup0 Penn nghodff,,102,102_7354.pdf.png
1319,,Piece of barbed bone arrowpoint.,blue hill oh lie ,2708,French 10.1.) Section 4-2. In rzidrqle of west bounfkuc'va about FCPT. below plow line.,Me. 152/1,Nevin Shellheap,,,OfiS- 370-1032,25,25_2708.pdf.png
4952,,fragment of whipped implement,wellfleet massachusetts ,14270,Shell layer on top of large sand bank on east shore of Well- fleet B ay.,,Between Town Cove and Indian Neck,,Round in 19114.,158,141,141_14270.pdf.png
5227,,lake,south true am massachusetts ,14603,Will east of small pond east of railroad crossing.,,About 1/2 Miles Northwest of South Truro,,. Round in 1916.,855,141,141_14603.pdf.png
3874,,the Joint of broken blade,several hundred ft ne of on bell river ,12508,Surface,H35,,Photo.No.,,,134,134_12508.pdf.png
8334,,clear chalcedony point.,mi of jack lanes an labrador ,1301,,,Windy Tickle Island,Photo.No-,Exchange with Field Museum Chicago. Collected by Duncan Strong.(Case E294),177024,17,17_1301.pdf.png
3488,,Potsherth grit-tempered. Exterior eroded,ellsworth fall maine ,9923,"Of - 7-5"" North x 3-2"" West depth 4-4""",M39/7,Wasp Island,Photo.No.,Act y Dyahki) fez. 9935'Of/7/ 4995/9f53/ 9'957'9(717952'9744 0455 57/,,125,125_9923.jpg.png
